8818,9.596244
8839,9.51649
8860,9.401549
8881,9.382783
8902,9.347597
8923,9.080185
8944,9.075493
8965,9.040307
8986,9.026234
9007,9.066111
9028,8.967589
9049,8.918329
9070,8.923021
9091,8.866723
9112,9.014504
9133,8.838574
9154,8.733017
9175,8.8245
9196,8.911292
9217,8.887836
9238,8.817463
9259,8.763512
9280,8.714252
9301,8.728326
9322,8.704868
9343,8.765858
9364,8.850304
9385,8.969935
9406,8.810426
9427,8.629806
9448,8.72598
9469,8.686103
9490,8.679066
9511,8.648571
9532,8.718943
9553,8.519556
9574,8.526593
9595,8.573507
9616,8.512519
9637,8.552396
9658,8.543014
9679,8.517211
9700,8.512519
9721,8.510174
9742,8.641534
9763,8.360046
9784,8.317823
9805,8.67672
9826,8.573507
9847,8.235723
9868,8.737708
9889,9.220928
9910,9.026234
9931,8.838574
9952,8.995738
9973,9.260805
9994,9.34056
10015,9.495378
10036,9.539948
10057,9.877731
10078,9.835509
10099,10.11934
10120,10.25774
10141,10.11465
10162,10.27181
10183,10.47589
10204,10.53219
10225,10.68466
10246,10.748
10267,10.93331
10288,10.9122
10309,10.94738
10330,11.17726
10351,11.39307
10372,11.51505
10393,11.40949
10414,11.44468
10435,11.51974
10456,11.58307
10477,11.44937
10498,11.57604
10519,11.80123
10540,11.80826
10561,11.77777
10582,11.69098
10603,11.38369
10624,11.46344
10645,11.86222
10666,11.90913
10687,11.74493
10708,11.72382
10729,11.52678
10750,11.41184
10771,11.41887
10792,11.42122
10813,11.35554
10834,11.20776
10855,10.94738
10876,10.91689
10897,10.80429
10918,10.72219
10939,10.51108
10960,10.6354
10981,10.56268
11002,10.4454
11023,10.307
11044,10.23897
11065,10.27181
11086,9.926992
11107,9.978598
11128,10.07243
11149,9.964523
11170,9.90588
11191,9.868348
11212,9.79094
11233,9.725259
11254,9.708839
11275,9.575133
11296,9.518835
11317,9.420315
11338,9.349943
11359,9.27488
11380,9.310066
11401,9.24204
11422,9.103642
11443,9.061419
11464,8.98401
11485,8.958207
11506,8.892527
11528,8.932404
11549,8.918329
11570,8.908947
11591,8.887836
11612,8.93475
11633,8.932404
11654,8.904256
11675,8.979319
11696,8.887836
11717,8.927712
11738,8.829192
11759,8.948824
11780,8.908947
11801,9.035616
11822,8.913638
11843,8.817463
11864,8.871415
11885,8.890181
11906,8.878452
11927,8.939441
11948,8.908947
11969,8.918329
11990,8.932404
12011,9.08253
12032,9.068456
12053,9.014504
12074,8.981664
12095,9.012158
12116,9.059073
12137,9.026234
12158,8.843266
12179,8.923021
12200,8.937096
12221,8.976973
12242,8.962898
12263,8.798697
12284,8.740054
12305,8.920675
12326,9.002776
12347,8.850304
12368,8.786969
12389,8.639189
12410,8.7424
12431,9.026234
12452,8.833883
12473,8.390541
12494,8.531285
12515,8.829192
12536,8.575853
12557,8.460913
12578,8.662645
12599,8.833883
12620,8.653263
12641,8.862032
12662,8.728326
12683,8.876106
12704,8.95117
12725,8.890181
12746,9.321795
12767,9.659579
12788,9.54933
12809,9.518835
12830,9.561059
12851,9.870694
12872,10.05366
12893,10.10996
12914,10.33749
12935,10.37268
12956,10.53219
12977,10.52281
12998,10.7738
13019,10.98492
13040,10.88405
13061,11.11862
13082,11.2101
13103,11.2922
13124,11.47517
13145,11.73555
13166,11.64172
13187,11.72851
13208,11.79888
13229,11.78012
13250,11.80826
13271,11.83172
13292,11.57135
13313,11.94901
13334,12.14605
13355,11.68394
13376,11.59949
13397,11.71444
13418,11.55962
13439,11.58777
13460,11.39307
13481,11.41184
13502,11.24529
13523,11.31566
13544,11.11158
13565,10.938
13586,11.02948
13607,11.00837
13628,10.85824
13649,10.83948
13670,10.60022
13691,10.61664
13712,10.68232
13733,10.56034
13754,10.42429
13775,10.36799
13796,10.3633
13817,10.24601
13838,10.24132
13859,10.13576
13880,10.17798
13901,10.18971
13922,10.16156
13943,9.950449
13964,9.894152
13985,9.964523
14006,9.814397
14027,9.870694
14048,9.797977
14069,9.678345
14090,9.443772
14111,9.392166
14132,9.596244
14153,9.434389
14174,9.166977
14195,9.34056
14217,9.256114
14238,9.265497
14259,9.122408
14280,9.089567
14301,9.091913
14322,9.115371
14343,9.054381
14364,9.03327
14385,9.127099
14406,8.948824
14427,8.885489
14448,9.040307
14469,9.162285
14490,9.122408
14511,8.869069
14532,8.923021
14553,9.073148
14574,8.969935
14595,8.988701
14616,8.965244
14637,8.976973
14658,9.014504
14679,9.042653
14700,8.937096
14721,8.976973
14742,9.056727
